[(-24.430836501043682-14.857459565257917j), (-2.756372996107157+1.2078034798415764j), (-0.05947710737410642+0.3094628780810575j)]
[(48.34434162659983+2.7409497429793943e-11j), (5.333510489909506+1.6506795635511478e-12j), (0.5943941974630557+3.567140000577867e-14j)]
[(-24.430836501038648+14.8574595652302j), (-2.756372996105259-1.2078034798432453j), (-0.059477107373856246-0.3094628780810935j)]
