Af
9.990556030787856034e-01;-3.715755053661019044e-03;-4.095067073362037885e-04
4.973493905595783304e-01;9.940595185220013619e-01;-1.219683736963052614e-02
1.176052850074293388e-01;4.656614927462416342e-01;9.059353468313614544e-01

Ab
9.990556030787856034e-01;3.715755053661019044e-03;-4.095067073362037885e-04
-4.973493905595783304e-01;9.940595185220013619e-01;1.219683736963052614e-02
1.176052850074293388e-01;-4.656614927462416342e-01;9.059353468313614544e-01

Bf
4.985070149819889607e-01;-9.185859763803995741e-04;-1.057090893702165770e-04
1.241290462080683332e-01;4.975066698231557782e-01;-3.083274522434574332e-03
1.967487275430870181e-02;1.180746392071755496e-01;4.750866211437566045e-01

Bb
-4.985070149819889607e-01;-9.185859763803995741e-04;1.057090893702165770e-04
1.241290462080683332e-01;-4.975066698231557782e-01;-3.083274522434574332e-03
-1.967487275430870181e-02;1.180746392071755496e-01;-4.750866211437566045e-01

W
5.403088821079590764e-02
0.000000000000000000e+00
-2.563156407708476925e-04
