[(24.47889595448819+14.88785303278273j), (-2.272267731204669+1.5078384078030567j), (-0.040102784734557945-0.25512462155163523j)]
[(-48.53773741100753-5.335218159580759e-12j), (4.38418921246969+2.062032721767128e-13j), (-0.4000303614506594+4.145517467174695e-15j)]
[(24.478895954487243-14.887853032777343j), (-2.272267731204316-1.5078384078032647j), (-0.040102784734594214+0.255124621551631j)]
